기관코드,전체기관명,최하위기관명,차수,서열,소속기관차수,차상위기관코드,최상위기관코드,대표기관코드,유형분류_대,유형분류_중,유형분류_소,우편번호,행정동코드,소재지코드,나머지주소,지번,전화번호,팩스번호,생성일자,폐지일자,변경일자,존폐여부,이전기관코드
1491725,노동부 고용정책실 고용정책관 청년고용대책과,청년고용대책과,4.0,1.0,0.0,1491659,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20090501,20100224.0,20100303.0,1,
1491726,노동부 고용정책실 직업능력정책관 인적자원개발과,인적자원개발과,4.0,2.0,0.0,1491660,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20090501,20100705.0,20100727.0,1,
1491727,노동부 고용정책실 고용평등정책관 고용차별개선정책과,고용차별개선정책과,4.0,1.0,0.0,1491661,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20090501,20100224.0,20100303.0,1,
1491728,노동부 고용정책실 고용평등정책관 장애인고령자고용과,장애인고령자고용과,4.0,3.0,0.0,1491661,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20090501,20100705.0,20100727.0,1,
1491729,노동부 고용정책실 고용서비스정책관 고용서비스정책과,고용서비스정책과,4.0,1.0,0.0,1491724,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20090501,20100705.0,20100727.0,1,
1491730,노동부 고용정책실 고용서비스정책관 고용지원실업급여과,고용지원실업급여과,4.0,2.0,0.0,1491724,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20090501,20100705.0,20100727.0,1,
1491731,노동부 고용정책실 고용서비스정책관 지역고용사회적기업과,지역고용사회적기업과,4.0,3.0,0.0,1491724,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20090501,20100224.0,20100303.0,1,
1491732,노동부 고용정책실 고용서비스정책관 직업체험관설립운영단,직업체험관설립운영단,4.0,3.0,0.0,1491724,1490000,1490000,1.0,98.0,,,,4117310200,,015970000,,,20090501,20100224.0,20100303.0,1,
1491733,노동부 근로기준국 임금복지과,임금복지과,3.0,1.0,0.0,1490065,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20090501,20100224.0,20100303.0,1,
1491734,노동부 근로기준국 산재보험과,산재보험과,3.0,1.0,0.0,1490065,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20090501,20100224.0,20100303.0,1,
1491735,노동부 서울지방노동청 근로감독3과,근로감독3과,3.0,2.0,0.0,1490233,1490000,1490000,1.0,4.0,07,,,1114010900,,000010000,,,20090501,20090806.0,20090810.0,1,
1491736,노동부 서울지방노동청 서울강남지청 서울강남종합고용지원센터 기업지원1과,기업지원1과,5.0,4.0,0.0,1491405,1490000,1490000,1.0,4.0,07,,,1165010100,,002330000,,,20090501,20100705.0,20100727.0,1,
1491737,노동부 서울지방노동청 서울강남지청 서울강남종합고용지원센터 기업지원2과,기업지원2과,5.0,5.0,0.0,1491405,1490000,1490000,1.0,4.0,07,,,1168010600,,008890013,,,20090501,20100705.0,20100727.0,1,
1491738,노동부 서울지방노동청 서울북부지청 근로감독1과,근로감독1과,4.0,2.0,0.0,1491162,1490000,1490000,1.0,4.0,07,,,1130510200,,004320000,,,20090501,20090806.0,20090810.0,1,
1491739,노동부 서울지방노동청 서울북부지청 근로감독2과,근로감독2과,4.0,2.0,0.0,1491162,1490000,1490000,1.0,4.0,07,,,1130510200,,004320005,,,20090501,20090806.0,20090810.0,1,
1491740,노동부 부산지방노동청 근로감독3과,근로감독3과,3.0,2.0,0.0,1490367,1490000,1490000,1.0,4.0,07,,,2647010200,,014700001,,,20090501,20090806.0,20090810.0,1,
1491741,노동부 부산지방노동청 창원지청 근로감독1과,근로감독1과,4.0,4.0,0.0,1491126,1490000,1490000,1.0,4.0,07,,,4811016100,,000070005,,,20090501,20090806.0,20090810.0,1,
1491742,노동부 부산지방노동청 창원지청 근로감독2과,근로감독2과,4.0,4.0,0.0,1491126,1490000,1490000,1.0,4.0,07,,,4811016100,,000070005,,,20090501,20090806.0,20090810.0,1,
1491743,노동부 부산지방노동청 울산지청 근로감독1과,근로감독1과,4.0,2.0,0.0,1491127,1490000,1490000,1.0,4.0,07,,,3114010200,,001260001,,,20090501,20090806.0,20090810.0,1,
1491744,노동부 부산지방노동청 울산지청 근로감독2과,근로감독2과,4.0,2.0,0.0,1491127,1490000,1490000,1.0,4.0,07,,,3114010200,,001260001,,,20090501,20090806.0,20090810.0,1,
1491745,노동부 대구지방노동청 근로감독1과,근로감독1과,3.0,3.0,0.0,1490474,1490000,1490000,1.0,4.0,07,,,2726010100,,007430000,,,20090501,20090806.0,20090810.0,1,
1491746,노동부 대구지방노동청 근로감독2과,근로감독2과,3.0,3.0,0.0,1490474,1490000,1490000,1.0,4.0,07,,,2726010100,,007430000,,,20090501,20090806.0,20090810.0,1,
1491747,노동부 대구지방노동청 근로감독3과,근로감독3과,3.0,3.0,0.0,1490474,1490000,1490000,1.0,4.0,07,,,2726010100,,007430000,,,20090501,20090806.0,20090810.0,1,
1491748,노동부 대구지방노동청 대구북부지청 근로감독1과,근로감독1과,4.0,3.0,0.0,1491131,1490000,1490000,1.0,4.0,07,,,2723012500,,013720001,,,20090501,20090806.0,20090810.0,1,
1491749,노동부 대구지방노동청 대구북부지청 근로감독2과,근로감독2과,4.0,3.0,0.0,1491131,1490000,1490000,1.0,4.0,07,,,2723012500,,000001372,,,20090501,20090806.0,20090810.0,1,
1491750,노동부 경인지방노동청 근로감독3과,근로감독3과,3.0,2.0,0.0,1490542,1490000,1490000,1.0,4.0,07,,,2820010100,,001130000,,,20090501,20090806.0,20090810.0,1,
1491751,노동부 경인지방노동청 인천북부지청 근로감독1과,근로감독1과,4.0,2.0,0.0,1491136,1490000,1490000,1.0,4.0,07,,,2824510200,,010770001,,,20090501,20090806.0,20090810.0,1,
1491752,노동부 경인지방노동청 인천북부지청 근로감독2과,근로감독2과,4.0,2.0,0.0,1491136,1490000,1490000,1.0,4.0,07,,,2824510200,,010770001,,,20090501,20090806.0,20090810.0,1,
1491753,노동부 경인지방노동청 부천지청 근로감독1과,근로감독1과,4.0,3.0,0.0,1491172,1490000,1490000,1.0,4.0,07,,,4119510800,,010320002,,,20090501,20090806.0,20090810.0,1,
1491754,노동부 경인지방노동청 부천지청 근로감독2과,근로감독2과,4.0,3.0,0.0,1491172,1490000,1490000,1.0,4.0,07,,,4119510800,,010320002,,,20090501,20090806.0,20090810.0,1,
1491755,노동부 경인지방노동청 안양지청 근로감독1과,근로감독1과,4.0,3.0,0.0,1491276,1490000,1490000,1.0,4.0,07,,,4117110100,,001990035,,,20090501,20090806.0,20090810.0,1,
1491756,노동부 경인지방노동청 안양지청 근로감독2과,근로감독2과,4.0,3.0,0.0,1491276,1490000,1490000,1.0,4.0,07,,,4117110100,,001990035,,,20090501,20090806.0,20090810.0,1,
1491757,노동부 경인지방노동청 안산지청 근로감독1과,근로감독1과,4.0,3.0,0.0,1491277,1490000,1490000,1.0,4.0,07,,,4127310100,,005260001,,,20090501,20090806.0,20090810.0,1,
1491758,노동부 경인지방노동청 안산지청 근로감독2과,근로감독2과,4.0,3.0,0.0,1491277,1490000,1490000,1.0,4.0,07,,,4127310100,,005260001,,,20090501,20090806.0,20090810.0,1,
1491759,노동부 경인지방노동청 의정부지청 근로감독1과,근로감독1과,4.0,3.0,0.0,1491706,1490000,1490000,1.0,4.0,07,,,4115010500,,005260001,,,20090501,20090806.0,20090810.0,1,
1491760,노동부 경인지방노동청 의정부지청 근로감독2과,근로감독2과,4.0,3.0,0.0,1491706,1490000,1490000,1.0,4.0,07,,,4115010500,,005260001,,,20090501,20090806.0,20090810.0,1,
1491761,노동부 광주지방노동청 근로감독3과,근로감독3과,3.0,2.0,0.0,1490653,1490000,1490000,1.0,4.0,07,,,2911011700,,000230002,,,20090501,20090806.0,20090810.0,1,
1491762,노동부 광주지방노동청 전주지청 근로감독1과,근로감독1과,4.0,4.0,0.0,1491279,1490000,1490000,1.0,4.0,07,,,4511310300,,008070008,,,20090501,20090806.0,20090810.0,1,
1491763,노동부 광주지방노동청 전주지청 근로감독2과,근로감독2과,4.0,4.0,0.0,1491279,1490000,1490000,1.0,4.0,07,,,4511310300,,008070008,,,20090501,20090806.0,20090810.0,1,
1491764,노동부 대전지방노동청 근로감독1과,근로감독1과,3.0,3.0,0.0,1490745,1490000,1490000,1.0,4.0,07,,,3017011200,,013030000,,,20090501,20090806.0,20090810.0,1,
1491765,노동부 대전지방노동청 근로감독2과,근로감독2과,3.0,3.0,0.0,1490745,1490000,1490000,1.0,4.0,07,,,3017011200,,013030000,,,20090501,20090806.0,20090810.0,1,
1491766,노동부 대전지방노동청 근로감독3과,근로감독3과,3.0,3.0,0.0,1490745,1490000,1490000,1.0,4.0,07,,,3017011200,,013030000,,,20090501,20090806.0,20090810.0,1,
1491767,노동부 대전지방노동청 천안지청 근로감독1과,근로감독1과,4.0,2.0,0.0,1491286,1490000,1490000,1.0,4.0,07,,,4413011600,,009000000,,,20090501,20090806.0,20090810.0,1,
1491768,노동부 대전지방노동청 천안지청 근로감독2과,근로감독2과,4.0,2.0,0.0,1491286,1490000,1490000,1.0,4.0,07,,,4413011600,,009000000,,,20090501,20090806.0,20090810.0,1,
1491769,노동부 대전지방노동청 천안지청 천안종합고용지원센터 기업지원과,기업지원과,5.0,3.0,0.0,1491505,1490000,1490000,1.0,4.0,07,,,4413011400,,014370000,,,20090501,20100705.0,20100727.0,1,
1491770,노동부 서울지방노동청 서울강남지청 근로감독4과,근로감독4과,4.0,2.0,0.0,1491115,1490000,1490000,1.0,4.0,07,,,1165010100,,010220010,,,20090501,20090806.0,20090810.0,1,
1491771,노동부 노사협력정책국 공공노사관계팀,공공노사관계팀,3.0,1.0,0.0,1491635,1490000,1490000,1.0,4.0,09,,,4129010700,,000010000,,,20090806,20100224.0,20100303.0,1,
1491772,노동부 서울지방노동청 근로개선지도1과,근로개선지도1과,3.0,2.0,0.0,1490233,1490000,1490000,1.0,4.0,07,,,1114010900,,000010000,,,20090806,20100705.0,20100727.0,1,
1491773,노동부 서울지방노동청 근로개선지도2과,근로개선지도2과,3.0,2.0,0.0,1490233,1490000,1490000,1.0,4.0,07,,,1114010900,,000010000,,,20090806,20100705.0,20100727.0,1,
1491774,노동부 서울지방노동청 근로개선지도3과,근로개선지도3과,3.0,2.0,0.0,1490233,1490000,1490000,1.0,4.0,07,,,1114010900,,000010000,,,20090806,20100705.0,20100727.0,1,
1491775,노동부 서울지방노동청 서울강남지청 근로개선지도1과,근로개선지도1과,4.0,2.0,0.0,1491115,1490000,1490000,1.0,4.0,07,,,1165010100,,002230000,,,20090806,20100705.0,20100727.0,1,
1491776,노동부 서울지방노동청 서울강남지청 근로개선지도2과,근로개선지도2과,4.0,3.0,0.0,1491115,1490000,1490000,1.0,4.0,07,,,1165010100,,002230000,,,20090806,20100705.0,20100727.0,1,
1491777,노동부 서울지방노동청 서울강남지청 근로개선지도3과,근로개선지도3과,4.0,4.0,0.0,1491115,1490000,1490000,1.0,4.0,07,,,1165010100,,002330000,,,20090806,20100705.0,20100727.0,1,
1491778,노동부 서울지방노동청 서울강남지청 근로개선지도4과,근로개선지도4과,4.0,5.0,0.0,1491115,1490000,1490000,1.0,4.0,07,,,1165010100,,002330000,,,20090806,20100705.0,20100727.0,1,
1491779,노동부 서울지방노동청 서울동부지청 근로개선지도1과,근로개선지도1과,4.0,2.0,0.0,1491138,1490000,1490000,1.0,4.0,07,,,1171011100,,001600000,,,20090806,20100705.0,20100727.0,1,
1491780,노동부 서울지방노동청 서울동부지청 근로개선지도2과,근로개선지도2과,4.0,3.0,0.0,1491138,1490000,1490000,1.0,4.0,07,,,1171011100,,001600000,,,20090806,20100705.0,20100727.0,1,
1491781,노동부 서울지방노동청 서울서부지청 근로개선지도1과,근로개선지도1과,4.0,2.0,0.0,1491146,1490000,1490000,1.0,4.0,07,,,1144010400,,001730000,,,20090806,20100705.0,20100727.0,1,
1491782,노동부 서울지방노동청 서울서부지청 근로개선지도2과,근로개선지도2과,4.0,3.0,0.0,1491146,1490000,1490000,1.0,4.0,,,,1144000000,,001730000,,,20090806,20100705.0,20100727.0,1,
1491783,노동부 서울지방노동청 서울남부지청 근로개선지도1과,근로개선지도1과,4.0,2.0,0.0,1491154,1490000,1490000,1.0,4.0,07,,,1156012500,,001150000,,,20090806,20100705.0,20100727.0,1,
1491784,노동부 서울지방노동청 서울남부지청 근로개선지도2과,근로개선지도2과,4.0,3.0,0.0,1491154,1490000,1490000,1.0,4.0,07,,,1156012500,,001150000,,,20090806,20100705.0,20100727.0,1,
1491785,노동부 서울지방노동청 서울북부지청 근로개선지도1과,근로개선지도1과,4.0,2.0,0.0,1491162,1490000,1490000,1.0,4.0,07,,,1130510200,,004320005,,,20090806,20100705.0,20100727.0,1,
1491786,노동부 서울지방노동청 서울북부지청 근로개선지도2과,근로개선지도2과,4.0,3.0,0.0,1491162,1490000,1490000,1.0,4.0,07,,,1130510200,,004320005,,,20090806,20100705.0,20100727.0,1,
1491787,노동부 서울지방노동청 서울관악지청 근로개선지도1과,근로개선지도1과,4.0,2.0,0.0,1491170,1490000,1490000,1.0,4.0,07,,,1153010200,,002220030,,,20090806,20100705.0,20100727.0,1,
1491788,노동부 서울지방노동청 서울관악지청 근로개선지도2과,근로개선지도2과,4.0,3.0,0.0,1491170,1490000,1490000,1.0,4.0,07,,,1153010200,,002220030,,,20090806,20100705.0,20100727.0,1,
1491789,노동부 서울지방노동청 춘천지청 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491186,1490000,1490000,1.0,4.0,07,,,4211012000,,002400003,,,20090806,20100705.0,20100727.0,1,
1491790,노동부 서울지방노동청 강릉지청 근로개선지도과,근로개선지도과,4.0,3.0,0.0,1491191,1490000,1490000,1.0,4.0,07,,,4215011100,,011170014,,,20090806,20100705.0,20100727.0,1,
1491791,노동부 서울지방노동청 원주지청 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491197,1490000,1490000,1.0,4.0,07,,,4213011000,,007830000,,,20090806,20100705.0,20100727.0,1,
1491792,노동부 서울지방노동청 태백지청 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491202,1490000,1490000,1.0,4.0,07,,,4219010100,,000250014,,,20090806,20100705.0,20100727.0,1,
1491793,노동부 서울지방노동청 영월출장소 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491618,1490000,1490000,1.0,4.0,07,,,4275025021,,009760001,,,20090806,20100705.0,20100727.0,1,
1491794,노동부 부산지방노동청 근로개선지도1과,근로개선지도1과,3.0,2.0,0.0,1490367,1490000,1490000,1.0,4.0,07,,,2647010200,,014700001,,,20090806,20100705.0,20100727.0,1,
1491795,노동부 부산지방노동청 근로개선지도2과,근로개선지도2과,3.0,2.0,0.0,1490367,1490000,1490000,1.0,4.0,07,,,2647010200,,014700001,,,20090806,20100705.0,20100727.0,1,
1491796,노동부 부산지방노동청 근로개선지도3과,근로개선지도3과,3.0,2.0,0.0,1490367,1490000,1490000,1.0,4.0,07,,,2647010200,,014700001,,,20090806,20100705.0,20100727.0,1,
1491797,노동부 부산지방노동청 부산동부지청 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491697,1490000,1490000,1.0,4.0,07,,,2641011100,,001070001,,,20090806,20100705.0,20100727.0,1,
1491798,노동부 부산지방노동청 부산북부지청 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491125,1490000,1490000,1.0,4.0,07,,,2653010300,,009200000,,,20090806,20100705.0,20100727.0,1,
1491799,노동부 부산지방노동청 창원지청 근로개선지도1과,근로개선지도1과,4.0,4.0,0.0,1491126,1490000,1490000,1.0,4.0,07,,,4811016100,,000070005,,,20090806,20100705.0,20100727.0,1,
1491800,노동부 부산지방노동청 창원지청 근로개선지도2과,근로개선지도2과,4.0,5.0,0.0,1491126,1490000,1490000,1.0,4.0,07,,,4811016100,,000070005,,,20090806,20100705.0,20100727.0,1,
1491801,노동부 부산지방노동청 울산지청 근로개선지도1과,근로개선지도1과,4.0,2.0,0.0,1491127,1490000,1490000,1.0,4.0,07,,,3114010200,,001260001,,,20090806,20100705.0,20100727.0,1,
1491802,노동부 부산지방노동청 울산지청 근로개선지도2과,근로개선지도2과,4.0,3.0,0.0,1491127,1490000,1490000,1.0,4.0,07,,,3114010200,,001260001,,,20090806,20100705.0,20100727.0,1,
1491803,노동부 부산지방노동청 양산지청 근로개선지도과,근로개선지도과,4.0,3.0,0.0,1491128,1490000,1490000,1.0,4.0,07,,,4833031026,,014400002,,,20090806,20100705.0,20100727.0,1,
1491804,노동부 부산지방노동청 진주지청 근로개선지도과,근로개선지도과,4.0,3.0,0.0,1491129,1490000,1490000,1.0,4.0,07,,,4817041026,,002990001,,,20090806,20100705.0,20100727.0,1,
1491805,노동부 부산지방노동청 통영지청 근로개선지도과,근로개선지도과,4.0,3.0,0.0,1491130,1490000,1490000,1.0,4.0,07,,,4822011100,,003560130,,,20090806,20100705.0,20100727.0,1,
1491806,노동부 대구지방노동청 근로개선지도1과,근로개선지도1과,3.0,3.0,0.0,1490474,1490000,1490000,1.0,4.0,07,,,2726010100,,004820000,,,20090806,20100705.0,20100727.0,1,
1491807,노동부 대구지방노동청 근로개선지도2과,근로개선지도2과,3.0,3.0,0.0,1490474,1490000,1490000,1.0,4.0,07,,,2726010100,,004820000,,,20090806,20100705.0,20100727.0,1,
1491808,노동부 대구지방노동청 근로개선지도3과,근로개선지도3과,3.0,3.0,0.0,1490474,1490000,1490000,1.0,4.0,07,,,2726010100,,007430000,,,20090806,20100705.0,20100727.0,1,
1491809,노동부 대구지방노동청 대구북부지청 근로개선지도1과,근로개선지도1과,4.0,3.0,0.0,1491131,1490000,1490000,1.0,4.0,07,,,2723012500,,013720001,,,20090806,20100705.0,20100727.0,1,
1491810,노동부 대구지방노동청 대구북부지청 근로개선지도2과,근로개선지도2과,4.0,4.0,0.0,1491131,1490000,1490000,1.0,4.0,07,,,2723012500,,013720001,,,20090806,20100705.0,20100727.0,1,
1491811,노동부 대구지방노동청 포항지청 근로개선지도과,근로개선지도과,4.0,3.0,0.0,1491132,1490000,1490000,1.0,4.0,07,,,4711111600,,009400000,,,20090806,20100705.0,20100727.0,1,
1491812,노동부 대구지방노동청 구미지청 근로개선지도과,근로개선지도과,4.0,3.0,0.0,1491133,1490000,1490000,1.0,4.0,07,,,4719011000,,000510000,,,20090806,20100705.0,20100727.0,1,
1491813,노동부 대구지방노동청 영주지청 근로개선지도과,근로개선지도과,4.0,3.0,0.0,1491134,1490000,1490000,1.0,4.0,07,,,4721010400,,000360000,,,20090806,20100705.0,20100727.0,1,
1491814,노동부 대구지방노동청 안동지청 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491135,1490000,1490000,1.0,4.0,07,,,4717012200,,007150003,,,20090806,20100705.0,20100727.0,1,
1491815,노동부 경인지방노동청 근로개선지도1과,근로개선지도1과,3.0,2.0,0.0,1490542,1490000,1490000,1.0,4.0,07,,,2820010100,,011130000,,,20090806,20100705.0,20100727.0,1,
1491816,노동부 경인지방노동청 근로개선지도2과,근로개선지도2과,3.0,3.0,0.0,1490542,1490000,1490000,1.0,4.0,07,,,2820010100,,011130000,,,20090806,20100705.0,20100727.0,1,
1491817,노동부 경인지방노동청 근로개선지도3과,근로개선지도3과,3.0,3.0,0.0,1490542,1490000,1490000,1.0,4.0,07,,,2820010100,,011130000,,,20090806,20100705.0,20100727.0,1,
1491818,노동부 경인지방노동청 인천북부지청 근로개선지도1과,근로개선지도1과,4.0,2.0,0.0,1491136,1490000,1490000,1.0,4.0,07,,,2824510200,,010770001,,,20090806,20100705.0,20100727.0,1,
1491819,노동부 경인지방노동청 인천북부지청 근로개선지도2과,근로개선지도2과,4.0,3.0,0.0,1491136,1490000,1490000,1.0,4.0,07,,,2824510200,,010770001,,,20090806,20100705.0,20100727.0,1,
1491820,노동부 경인지방노동청 수원지청 근로개선지도1과,근로개선지도1과,4.0,3.0,0.0,1491137,1490000,1490000,1.0,4.0,07,,,4111113300,,005750005,,,20090806,20100705.0,20100727.0,1,
1491821,노동부 경인지방노동청 수원지청 근로개선지도2과,근로개선지도2과,4.0,4.0,0.0,1491137,1490000,1490000,1.0,4.0,07,,,4111113300,,005750005,,,20090806,20100705.0,20100727.0,1,
1491822,노동부 경인지방노동청 평택지청 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491159,1490000,1490000,1.0,4.0,07,,,4122010100,,008140000,,,20090806,20100705.0,20100727.0,1,
1491823,노동부 경인지방노동청 부천지청 근로개선지도1과,근로개선지도1과,4.0,3.0,0.0,1491172,1490000,1490000,1.0,4.0,07,,,4119510800,,010320002,,,20090806,20100705.0,20100727.0,1,
1491824,노동부 경인지방노동청 부천지청 근로개선지도2과,근로개선지도2과,4.0,4.0,0.0,1491172,1490000,1490000,1.0,4.0,07,,,4119510800,,010320002,,,20090806,20100705.0,20100727.0,1,
1491825,노동부 경인지방노동청 안양지청 근로개선지도1과,근로개선지도1과,4.0,3.0,0.0,1491276,1490000,1490000,1.0,4.0,07,,,4117110100,,001990035,,,20090806,20100705.0,20100727.0,1,
1491826,노동부 경인지방노동청 안양지청 근로개선지도2과,근로개선지도2과,4.0,4.0,0.0,1491276,1490000,1490000,1.0,4.0,07,,,4117110100,,001990035,,,20090806,20100705.0,20100727.0,1,
1491827,노동부 경인지방노동청 안산지청 근로개선지도1과,근로개선지도1과,4.0,3.0,0.0,1491277,1490000,1490000,1.0,4.0,07,,,4127310100,,005260001,,,20090806,20100705.0,20100727.0,1,
1491828,노동부 경인지방노동청 안산지청 근로개선지도2과,근로개선지도2과,4.0,4.0,0.0,1491277,1490000,1490000,1.0,4.0,07,,,4127310100,,005260001,,,20090806,20100705.0,20100727.0,1,
1491829,노동부 경인지방노동청 의정부지청 근로개선지도1과,근로개선지도1과,4.0,3.0,0.0,1491706,1490000,1490000,1.0,4.0,07,,,4115010500,,005260001,,,20090806,20100705.0,20100727.0,1,
1491830,노동부 경인지방노동청 의정부지청 근로개선지도2과,근로개선지도2과,4.0,4.0,0.0,1491706,1490000,1490000,1.0,4.0,07,,,4115010500,,005260001,,,20090806,20100705.0,20100727.0,1,
1491831,노동부 경인지방노동청 고양지청 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491715,1490000,1490000,1.0,4.0,07,,,4128510500,,010100000,,,20090806,20100224.0,20100303.0,1,
1491832,노동부 경인지방노동청 성남지청 근로개선지도1과,근로개선지도1과,4.0,3.0,0.0,1491278,1490000,1490000,1.0,4.0,07,,,4113510700,,001350001,,,20090806,20100705.0,20100727.0,1,
1491833,노동부 경인지방노동청 성남지청 근로개선지도2과,근로개선지도2과,4.0,4.0,0.0,1491278,1490000,1490000,1.0,4.0,07,,,4113510700,,001350001,,,20090806,20100705.0,20100727.0,1,
1491834,노동부 광주지방노동청 근로개선지도1과,근로개선지도1과,3.0,2.0,0.0,1490653,1490000,1490000,1.0,4.0,07,,,2911011500,,000230002,,,20090806,20100705.0,20100727.0,1,
1491835,노동부 광주지방노동청 근로개선지도2과,근로개선지도2과,3.0,2.0,0.0,1490653,1490000,1490000,1.0,4.0,07,,,2911011500,,000230002,,,20090806,20100705.0,20100727.0,1,
1491836,노동부 광주지방노동청 근로개선지도3과,근로개선지도3과,3.0,2.0,0.0,1490653,1490000,1490000,1.0,4.0,07,,,2911011500,,000230002,,,20090806,20100705.0,20100727.0,1,
1491837,노동부 광주지방노동청 제주근로개선지도과,제주근로개선지도과,3.0,2.0,0.0,1490653,1490000,1490000,1.0,4.0,07,,,5011012900,,000000000,,,20090806,20100705.0,20100727.0,1,
1491838,노동부 광주지방노동청 전주지청 근로개선지도1과,근로개선지도1과,4.0,4.0,0.0,1491279,1490000,1490000,1.0,4.0,07,,,4511310300,,008070008,,,20090806,20100705.0,20100727.0,1,
1491839,노동부 광주지방노동청 전주지청 근로개선지도2과,근로개선지도2과,4.0,5.0,0.0,1491279,1490000,1490000,1.0,4.0,07,,,4511310300,,008070008,,,20090806,20100705.0,20100727.0,1,
1491840,노동부 광주지방노동청 익산지청 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491280,1490000,1490000,1.0,4.0,07,,,4514012300,,006260001,,,20090806,20100705.0,20100727.0,1,
1491841,노동부 광주지방노동청 군산지청 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491281,1490000,1490000,1.0,4.0,07,,,4513013400,,008520001,,,20090806,20100705.0,20100727.0,1,
1491842,노동부 광주지방노동청 목포지청 근로개선지도과,근로개선지도과,4.0,2.0,0.0,1491282,1490000,1490000,1.0,4.0,07,,,4611015800,,009760000,,,20090806,20100705.0,20100727.0,1,
1491843,노동부 광주지방노동청 여수지청 근로개선지도과,근로개선지도과,4.0,3.0,0.0,1491283,1490000,1490000,1.0,4.0,07,,,4613012000,,001110001,,,20090806,20100705.0,20100727.0,1,
1491844,노동부 대전지방노동청 근로개선지도1과,근로개선지도1과,3.0,3.0,0.0,1490745,1490000,1490000,1.0,4.0,07,,,3017011200,,013030000,,,20090806,20100705.0,20100727.0,1,
1491845,노동부 대전지방노동청 근로개선지도2과,근로개선지도2과,3.0,3.0,0.0,1490745,1490000,1490000,1.0,4.0,07,,,3017011200,,013030000,,,20090806,20100705.0,20100727.0,1,
1491846,노동부 대전지방노동청 근로개선지도3과,근로개선지도3과,3.0,3.0,0.0,1490745,1490000,1490000,1.0,4.0,07,,,3017011200,,013030000,,,20090806,20100705.0,20100727.0,1,
1491847,노동부 대전지방노동청 청주지청 근로개선지도과,근로개선지도과,4.0,3.0,0.0,1491285,1490000,1490000,1.0,4.0,07,,,4311310800,,014270000,,,20090806,20100705.0,20100727.0,1,
1491848,노동부 대전지방노동청 천안지청 근로개선지도1과,근로개선지도1과,4.0,2.0,0.0,1491286,1490000,1490000,1.0,4.0,07,,,4413310400,,009000000,,,20090806,20100705.0,20100727.0,1,
1491849,노동부 대전지방노동청 천안지청 근로개선지도2과,근로개선지도2과,4.0,3.0,0.0,1491286,1490000,1490000,1.0,4.0,07,,,4413310400,,009000000,,,20090806,20100705.0,20100727.0,1,
1491850,노동부 대전지방노동청 충주지청 근로개선지도과,근로개선지도과,4.0,3.0,0.0,1491287,1490000,1490000,1.0,4.0,07,,,4313011500,,000210038,,,20090806,20100705.0,20100727.0,1,
1491851,노동부 대전지방노동청 보령지청 근로개선지도과,근로개선지도과,4.0,3.0,0.0,1491288,1490000,1490000,1.0,4.0,07,,,4418010500,,000580006,,,20090806,20100705.0,20100727.0,1,
1491852,노동부 노사협력정책국 공공노사정책관,공공노사정책관,3.0,1.0,0.0,1491635,1490000,1490000,1.0,5.0,02,,,4129010700,,000010000,,,20091110,20100224.0,20100303.0,1,
1491853,노동부 노사협력정책국 공무원노사관계과,공무원노사관계과,3.0,1.0,0.0,1491635,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20091110,20100224.0,20100303.0,1,
1491854,노동부 노사협력정책국 공공기관노사관계과,공공기관노사관계과,3.0,1.0,0.0,1491635,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20091110,20100224.0,20100303.0,1,
1491855,노동부 노사협력정책국 공공노사정책관 공무원노사관계과,공무원노사관계과,4.0,1.0,0.0,1491852,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20091110,20100224.0,20100303.0,1,
1491856,노동부 노사협력정책국 공공노사정책관 공공기관노사관계과,공공기관노사관계과,4.0,1.0,0.0,1491852,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20091110,20100224.0,20100303.0,1,
1491857,노동부 노사협력정책국 공무원노사관계과,공무원노사관계과,3.0,1.0,0.0,1491635,1490000,1490000,1.0,4.0,07,,,4129010700,,000010000,,,20100105,20100224.0,20100303.0,1,
