분야,질문명,등록일,답변제목,답변등록일,댓글등록일,댓글등록자,댓글내용
고용서비스(센터·관리),배우자와의 동거를 위한 거소이전에 대한 질의,2018-08-29 15:52:15.0,"고용보험 심사,재심사 결정사례집 참조 하세요.",2018-08-29 16:48:37.0,,,
고용서비스(센터·관리),배우자와의 동거를 위한 거소이전에 대한 질의,2018-08-29 15:52:15.0,해결 방안,2018-08-29 17:05:17.0,,,
고용서비스(센터·관리),고용승계여부와 내일채움공제 중단여부,2018-08-29 16:49:49.0,해결 방안,2018-09-03 11:12:01.0,,,
고용서비스(센터·관리),고용보험 과태료 부과 단순착오정정건에 대해서 질문드립니다.,2018-09-03 10:41:30.0,해결 방안,2018-09-04 11:18:32.0,,,
고용서비스(센터·관리),실업급여 신청시 채권추심원 말소증명서,2018-09-03 19:37:18.0,해결 방안,2018-09-04 15:06:19.0,,,
고용서비스(센터·관리),실업급여 대상자 중 만64세이상 고용승계의 판단여부,2018-09-10 21:08:14.0,해결 방안,2018-09-12 15:44:49.0,,,
고용서비스(센터·관리),계약 만료로 퇴사하신 경우에 대한 질문입니다.,2018-09-13 17:14:43.0,,,,,
고용서비스(센터·관리),고용보험법 시행령 146조 관련입니다.,2018-09-14 15:56:23.0,,,,,
직업능력(센터·지역),"근로자카드 발급시, 기간제 근로자 판단에 있어 사용기간 제한의 예외 해당 여부",2018-10-10 12:00:40.0,해결 방안,2018-10-12 16:58:58.0,,,
고용서비스(센터·관리),통상임금이 최저임금에 미달하는 경우,2018-10-12 17:38:18.0,해결 방안,2018-10-16 10:11:27.0,,,
고용서비스(센터·관리),채용절차법 제11조제4항 파기관련 질의드립니다.,2018-10-16 18:03:32.0,이용기간을 정하여 보관이 가능합니다,2018-10-25 17:40:50.0,,,
통합고용(센터·지역·근로),육아휴직 대체인력지원금,2018-10-17 09:06:01.0,Re: 육아휴직 대체인력지원금,2021-07-15 17:53:01.0,,,
고용서비스(센터·관리),채용절차법 반환 청구관련 질의드립니다.,2018-10-26 16:11:47.0,특수취급우편물의 배송비용은 구직자에게 부담하게 할 수 있습니다,2018-11-02 17:38:47.0,,,
고용서비스(센터·관리),부정수급 연대책임 관련 질의입니다.,2018-10-30 15:46:32.0,해결 방안,2018-11-02 14:43:35.0,,,
고용서비스(센터·관리),권고사직 의사 철회에 대해 문의드립니다.,2018-11-05 10:48:37.0,의견,2018-11-08 08:56:55.0,,,
고용서비스(센터·관리),실업급여 고용승계  문의입니다.,2018-11-07 16:14:09.0,해결 방안,2018-11-12 16:53:25.0,,,
고용서비스(센터·관리),근로조건 변동으로 인한 퇴사 시 실업급여 수급자격 인정여부,2018-11-15 15:26:22.0,해결 방안,2018-11-19 09:26:02.0,,,
고용서비스(센터·관리),고용승계 관련 수급자격 문의입니다.,2018-11-20 10:37:11.0,해결 방안,2018-11-21 09:30:47.0,,,
고용서비스(센터·관리),초단시간 근로자 고용보험 피보험자격 특별자진신고 관련 과태료 부과 질문입니다.,2018-11-26 13:46:07.0,취득신고서 접수일자 기준입니다.,2018-11-27 11:17:25.0,,,
고용서비스(센터·관리),수급자격인정과 관련입니다.,2018-11-26 15:42:42.0,구직급여의 수급 요건과 실업의 신고 및 실업의 인정(고용보험법 제40조 내지 제44조),2018-11-28 10:35:33.0,,,
고용서비스(센터·관리),초단시간 근로자 처리 관련 질문(3개월 미만 근로시),2018-11-28 10:05:55.0,,,,,
고용서비스(센터·관리),채용과정의 연령차별 관련 질문,2018-11-28 10:32:36.0,해결 방안,2018-11-28 16:47:24.0,,,
고용서비스(센터·관리),조기재취업수당 관련사업주 문의합니다,2018-11-28 10:56:45.0,해결 방안,2018-11-28 16:49:23.0,,,
고용서비스(센터·관리),조기재취업수당 관련사업주 문의합니다,2018-11-28 10:56:45.0,조기재취업수당의 지급대상에서 제외되는 관련 사업주의 범위(고용보험법 시행규칙 제108조),2018-11-29 10:02:43.0,,,
고용서비스(센터·관리),일용직 근로자 산재종결 후 실업급여 신청 여부,2018-11-28 10:58:43.0,해결 방안,2018-11-28 16:55:36.0,,,
고용서비스(센터·관리),수급기간 연기와 관련하여 문의 드립니다.,2018-11-29 14:28:15.0,해결 방안,2018-11-30 09:09:32.0,,,
고용서비스(센터·관리),수급기간 연기와 관련하여 문의 드립니다.,2018-11-29 14:28:15.0,가능합니다,2018-12-04 09:01:05.0,,,
고용서비스(센터·관리),"심사청구기간이 늦어지는 관계로 실업급여 신청이 늦어진 경우, 수급기간의 연장이 인정되는지 여부",2018-12-05 09:55:01.0,해결 방안,2018-12-07 13:42:15.0,,,
고용서비스(센터·관리),법정신고기한 내 정정 과태료 부과 관련,2018-12-05 14:07:36.0,해결 방안,2018-12-07 13:49:03.0,,,
고용서비스(센터·관리),비영리 (사)대한영양사 협회 대표에 대한 수급자격 인정,2018-12-06 20:20:26.0,해결 방안,2018-12-07 14:44:55.0,,,
고용서비스(센터·관리),부동산업으로 사업자등록을 하였으나.사무실설치여부(종업원고용여부)에 대한 수급자격인정,2018-12-11 09:48:25.0,해결 방안,2018-12-13 12:20:21.0,,,
노동시장(센터·지역),"세무법인, 노무법인 등의 경우 본사와 지사를 동일사업으로 볼 수 있는지 여부(지원금 지급시)",2018-12-11 11:28:05.0,,,,,
고용서비스(센터·관리),버스운전기사 사망사고로 인한 당연면직의 경우 수급자격여부,2018-12-13 09:58:12.0,해결 방안,2018-12-13 14:55:16.0,,,
고용서비스(센터·관리),사업장이전으로 왕복 3시간이상 소요 관련 수급자격 문의 드립니다.,2018-12-24 08:39:22.0,의견,2018-12-26 08:51:33.0,,,
고용서비스(센터·관리),주된사업 판별기준에 대한 문의드립니다,2018-12-27 15:07:34.0,해결 방안,2018-12-31 09:29:04.0,,,
고용서비스(센터·관리),비영리법인의 사내이사등재시  수급자격인정여부,2018-12-27 20:51:46.0,해결 방안,2018-12-31 09:32:18.0,,,
고용서비스(센터·관리),고용보험 피보험자격 확인청구서 문의 드립니다.,2018-12-28 11:34:04.0,해결 방안,2018-12-31 09:56:47.0,,,
고용서비스(센터·관리),채용 결격사유가 발생하여 권고사직 된 경우 수급자격 인정 가능여부 문의 드립니다.,2019-01-11 16:33:36.0,해결 방안,2019-01-15 16:48:45.0,,,
고용서비스(센터·관리),부정수급 저소득층 추가감면 관련 문의입니다.,2019-01-15 15:58:26.0,해결 방안,2019-01-16 10:11:28.0,,,
고용서비스(센터·관리),고용보험 가입 시 상용직 일용직 여부 관련,2019-01-18 19:24:03.0,해결 방안,2019-01-22 11:56:31.0,,,
고용서비스(센터·관리),고용승계에 대하여 질문드립니다.,2019-01-28 11:12:55.0,해결 방안,2019-01-31 13:37:26.0,,,
고용서비스(센터·관리),원거리발령으로 볼수 있는지에 대한 질의입니다.,2019-01-28 15:31:06.0,해결 방안,2019-01-31 13:58:08.0,,,
고용서비스(센터·관리),병역특례업체 해지로 인한 권고사직,2019-01-31 11:09:48.0,해결 방안,2019-01-31 15:03:20.0,,,
고용서비스(센터·관리),조기재취업수당 신청 시점,2019-02-12 17:56:40.0,해결 방안,2019-02-14 11:34:15.0,,,
고용서비스(센터·관리),직업안정법 관련 질의 드립니다,2019-02-19 10:06:19.0,해결 방안,2019-02-22 09:37:51.0,,,
고용서비스(센터·관리),손자 육아로 인한 퇴사,2019-02-26 10:25:59.0,해결 방안,2019-02-26 13:02:12.0,,,
고용서비스(센터·관리),공무원연금법 개정으로 인한 퇴사자의 실업급여 수급문의,2019-02-28 16:27:55.0,,,,,
고용서비스(센터·관리),목사의 수급여부 문의,2019-03-11 21:31:32.0,해결 방안,2019-03-12 14:41:12.0,,,
고용서비스(센터·관리),"취득, 상실, 이직확인 미신고에 따른 고용보험 피보험자격 과태료 부과 문의드립니다",2019-04-02 09:29:56.0,고용보험법 시행령 제146조 관련 별표3을 참고하시면 됩니다.,2019-04-03 09:34:08.0,,,
고용서비스(센터·관리),(실업급여)재실업하였는데 교통사고로 재실업신고 못하는 경우,2019-04-05 18:03:32.0,해결 방안,2019-04-09 10:07:50.0,,,
고용서비스(센터·관리),주간대학원생의 일반조교로 장학금지급형태가 수급대상이 될까요?,2019-04-09 11:32:00.0,해결 방안,2019-04-11 11:29:04.0,,,
고용서비스(센터·관리),주간대학원생의 일반조교로 장학금지급형태가 수급대상이 될까요?,2019-04-09 11:32:00.0,복무협약서,2019-04-11 11:31:43.0,,,
고용서비스(센터·관리),채용절차법상 상시근로자 30인 미만인 경우 질문입니다.,2019-04-10 17:15:49.0,해결 방안,2019-04-15 17:39:55.0,,,
고용서비스(센터·관리),직업안정법 국외유료직업소개소 위반사항 질의,2019-04-12 11:29:03.0,해결 방안,2019-04-17 16:44:05.0,,,
고용서비스(센터·관리),배우자 합가로 인한 퇴사(배우자해외국비장학생선발)의 경우 수급자격여부,2019-04-19 10:37:34.0,해결 방안,2019-04-26 09:37:41.0,,,
직업능력(센터·지역),기간제근로자 해당 여부,2019-04-26 14:48:18.0,의견,2019-04-26 16:56:07.0,,,
직업능력(센터·지역),기간제근로자 해당 여부,2019-04-26 14:48:18.0,해결 방안,2019-04-29 13:46:06.0,,,
고용서비스(센터·관리),근로자 고지의무 관련 문의,2019-04-30 10:31:53.0,해결 방안,2019-05-01 10:51:44.0,,,
고용서비스(센터·관리),근로계약서 상 '채용을 취소할 수 있다'라는 문구와 정규직 여부,2019-05-01 14:25:20.0,해결 방안,2019-05-02 09:26:40.0,,,
고용서비스(센터·관리),임금체불 퇴사자 수급자격 판단문의,2019-05-01 15:43:10.0,임금체불,2019-05-02 09:22:50.0,,,
고용서비스(센터·관리),수급자격 가능 여부 문의 드립니다.,2019-05-14 19:45:55.0,해결 방안,2019-05-15 14:46:58.0,,,
고용서비스(센터·관리),실업급여 조기재취업수당 지급요건중 법인사업장의 사업주 의미,2019-05-24 13:10:05.0,의견,2019-05-24 16:55:13.0,,,
고용서비스(센터·관리),실업급여 조기재취업수당 지급요건중 법인사업장의 사업주 의미,2019-05-24 13:10:05.0,관련사업주의 범위,2019-05-24 17:35:54.0,,,
고용서비스(센터·관리),개별연장급여 문의 드립니다.,2019-06-10 14:13:28.0,소득,2019-06-10 16:28:51.0,,,
고용서비스(센터·관리),개별연장급여 문의 드립니다.,2019-06-10 14:13:28.0,첨부파일,2019-06-10 16:30:36.0,,,
고용서비스(센터·관리),허가받지 않은 직업정보제공사업 관련 문의드립니다.,2019-06-28 14:58:15.0,의견,2019-07-03 09:49:17.0,,,
고용서비스(센터·관리),질병으로 자진퇴사시에 병원쪽에 공문을 통해서 진료내역을 받아볼수있을까요?,2019-06-28 16:31:12.0,관련법규,2019-06-28 16:58:53.0,,,
고용서비스(센터·관리),무료직업소개(00협회) 관련 질문입니다.,2019-07-11 15:24:53.0,해결 방안,2019-07-12 15:02:30.0,,,
고용서비스(센터·관리),허위구인광고에 관하여,2019-07-25 09:21:16.0,해결 방안,2019-07-26 13:43:06.0,,,
고용서비스(센터·관리),출산휴가 전 연차사용에 관해 문의드립니다.,2019-08-21 10:41:19.0,해결 방안,2019-08-21 13:11:08.0,,,
고용서비스(센터·관리),육아휴직 중 통역일을 하였을 경우.,2019-09-05 17:00:29.0,해결 방안,2019-09-09 15:40:29.0,,,
고용서비스(센터·관리),"일일근로자 동일, 관련사업주 여부",2019-09-09 12:36:02.0,해결 방안,2019-09-10 14:31:05.0,,,
고용서비스(센터·관리),50인 미만 사업장에서 주52시간 퇴사 시 실업급여 수급자격 인정 여부 질문입니다.,2019-09-20 09:19:01.0,의견,2019-09-23 17:09:48.0,,,
고용서비스(센터·관리),50인 미만 사업장에서 주52시간 퇴사 시 실업급여 수급자격 인정 여부 질문입니다.,2019-09-20 09:19:01.0,선배님들 덕분에 잘 해결했습니다. 감사합니다.,2019-09-25 15:58:28.0,2020-11-24 14:24:44.0,,감사합니다. 내용 참고 하겠습니다. 
고용서비스(센터·관리),수급자격인정문의입니다-근로조건변동,2019-10-10 11:55:43.0,해결 방안,2019-10-10 15:05:22.0,,,
고용서비스(센터·관리),[실업급여] 근로기준법 제53조에 따른 연장근로의 제한을 위반한 경우 수급자격 문의,2019-10-22 11:51:19.0,의견,2019-10-23 13:14:10.0,,,
고용서비스(센터·관리),[실업급여] 근로기준법 제53조에 따른 연장근로의 제한을 위반한 경우 수급자격 문의,2019-10-22 11:51:19.0,해결 방안,2019-10-23 13:47:46.0,,,
고용서비스(센터·관리),수급자격여부 문의 드립니다.,2019-10-25 10:58:59.0,해결 방안,2019-10-29 09:15:53.0,,,
고용서비스(센터·관리),실업급여 부정수급여부,2020-01-07 14:54:35.0,의견,2020-01-07 16:37:51.0,,,
고용서비스(센터·관리),비영리단체(노동조합)대표자 수급자격 인정여부 문의드립니다.,2020-01-10 16:46:31.0,,,,,
노동시장(센터·지역),회사 급여규정에 통상임금으로 명시해둔 '고정시간외수당'에 대해  실질적으로 통상임금 포함 여부,2020-02-05 08:37:55.0,의견,2020-02-05 10:55:38.0,,,
고용서비스(센터·관리),1인 사업자의 경우 실업급여 수급여부,2020-03-03 18:56:39.0,,,,,
고용서비스(센터·관리),계속고용의 의미란?,2020-03-17 19:57:29.0,의견,2020-03-18 09:09:05.0,,,
고용서비스(센터·관리),사회복무요원 수급자격 문의드립니다.,2020-03-25 19:15:48.0,의견,2020-03-27 11:07:21.0,,,
고용서비스(센터·관리),유료직업소개사업 등록요건 관련 문의,2020-03-30 16:19:51.0,의견,2020-03-31 16:19:43.0,,,
고용서비스(센터·관리),유료직업소개사업 등록요건 관련 문의,2020-03-30 16:19:51.0,의견,2020-04-01 10:14:31.0,,,
고용서비스(센터·관리),근로기준법 제53조에 따른 연장근로의 제한을 위반한 경우 수급자격 여부 문의 드립니다.,2020-05-22 13:14:23.0,의견,2020-05-22 14:37:14.0,,,
고용서비스(센터·관리),벌점 초과로 면허 취소된 경우 수급자격 인정 여부 문의 드립니다.,2020-06-09 20:22:54.0,.,2020-06-10 15:35:50.0,,,
고용서비스(센터·관리),개별연장급여 문의 드립니다.,2020-08-20 11:09:06.0,의견,2020-08-20 13:19:18.0,,,
고용서비스(센터·관리),주 52시간 퇴사 실업급여 수급자격 인정 질문합니다,2020-09-01 17:14:24.0,답변입니다.,2020-09-01 18:10:48.0,,,
고용서비스(센터·관리),주 52시간 퇴사 실업급여 수급자격 인정 질문합니다,2020-09-15 10:05:25.0,답변입니다.,2020-09-15 10:05:47.0,,,
고용서비스(센터·관리),주 52시간 퇴사 실업급여 수급자격 인정 질문합니다,2020-09-15 10:06:22.0,상시 근로자수로 판단합니다.,2020-10-22 09:23:33.0,,,
고용서비스(센터·관리),부당이득금 반환 소멸시효 3년(고용보험법 제107조),2020-09-23 09:48:22.0,의견,2020-09-23 10:09:15.0,,,
고용서비스(센터·관리),부당이득금 반환 소멸시효 3년(고용보험법 제107조),2020-09-23 09:48:22.0,제 생각은 좀 다릅니다......,2020-09-23 12:55:24.0,,,
고용서비스(센터·관리),부당이득금 반환 소멸시효 3년(고용보험법 제107조),2020-09-23 09:48:22.0,의견,2020-09-24 10:36:06.0,,,
고용서비스(센터·관리),부당이득금 반환 소멸시효 3년(고용보험법 제107조),2020-09-23 09:48:22.0,소멸시효 관련 행정해석 참고 부탁드립니다,2020-09-24 11:30:44.0,,,
고용서비스(센터·관리),수급 자격 판단,2020-10-14 17:23:15.0,동거 친족 의미,2020-11-18 09:40:34.0,,,
고용서비스(센터·관리),긴급하게 문의드립니다.,2020-10-16 14:36:26.0,감독과에서는 종종 법원에서 '사실조회서'라는 요청 서류를 받습니다.,2020-10-18 01:42:42.0,,,
고용서비스(센터·관리),피보험자격 미신고 과태료 부과시 부정수급 가중 문의,2020-10-22 11:07:03.0,"피보험자격 신고 관련 과태료 부과 지침은 ""예시 규정""에 해당하므로,",2020-10-22 21:52:13.0,,,
고용서비스(센터·관리),실업인정일 변경 관련,2020-11-27 10:47:40.0,의견,2020-11-27 20:49:48.0,,,
고용,고령자고용지원금과 고용유지지원금 중복 가능??,2020-12-08 16:39:12.0,고보법시행령 제40조 제2항 제4호 및 관련 고시 상 고용유지만 지급됩니다.,2020-12-08 17:47:54.0,,,
통합고용(센터·지역·근로),현금 수령증의 인정여부 및 범위,2020-12-09 14:39:22.0,"아무도 답변을 달지 않길래, 방향이라도 잡으시라고 답변을 달아 봅니다.",2020-12-17 15:04:36.0,,,
고용,수급기간 연장 가능(연장시점) 여부 문의,2020-12-11 15:00:58.0,의견,2020-12-11 19:47:42.0,,,
통합고용(센터·지역·근로),65세 이상 근로자 자발적퇴사 후 단절없이 고용보험 가입,2021-01-04 18:46:05.0,의견,2021-01-05 22:14:14.0,,,
통합고용(센터·지역·근로),65세 이상 근로자 자발적퇴사 후 단절없이 고용보험 가입,2021-01-04 18:46:05.0,수급자격,2022-03-29 20:16:12.0,,,
고용,지급기일 연장합의,2021-01-12 15:13:56.0,의견,2021-01-12 21:30:59.0,,,
고용서비스(센터·관리),성과급의 통상임금 포함 여부,2021-01-29 12:03:56.0,의견,2021-01-29 13:41:51.0,,,
고용서비스(센터·관리),"조기재취업수당- 일용, 상용 관련 문의드립니다.",2021-03-04 16:02:34.0,의견,2021-03-04 21:39:30.0,2021-03-05 10:22:33.0,,도움주셔서 정말 감사합니다:) !~ 
고용서비스(센터·관리),"조기재취업수당- 일용, 상용 관련 문의드립니다.",2021-03-04 16:02:34.0,"조기재취업수당- 일용, 상용 관련 문의드립니다.",2021-03-16 08:44:56.0,,,
고용지원(센터·지역·관리),고용유지지원금 고용유지조치기간 및 주휴수당에 관한 문의드립니다.,2021-03-21 19:28:31.0,의견,2021-03-21 19:43:40.0,,,
고용,육아휴직자 사업자 소득범위 관련 문의,2021-03-26 15:02:51.0,의견,2021-03-29 06:57:16.0,2021-03-30 07:13:18.0,,답변 주셔서 감사합니다. 좋은 하루 보내세요^^
고용,조기재취업수당 관련 문의드립니다.(위탁관리업체 관련),2021-03-29 17:57:20.0,의견,2021-03-29 20:25:27.0,2021-03-30 10:39:53.0,,답변 정말 감사합니다:)!~~
고용,조기재취업수당 관련사업주 관련하여 문의드립니다.,2021-04-15 15:47:23.0,의견,2021-04-16 07:50:23.0,,,
고용서비스(센터·관리),고용보험 피보험자격 과태료 관련 문의드립니다,2021-05-10 12:59:44.0,양도양수계약서 징구후 부과 가능할듯 합니다,2021-05-10 17:35:39.0,,,
고용서비스(센터·관리),고용보험 피보험자격 과태료 관련 문의드립니다,2021-05-10 12:59:44.0,"형사처벌, 과태료처분...",2021-05-10 18:45:53.0,,,
고용,육아휴직기간 중 소속사업장에 근로를 제공하였을 경우 처리 문의,2021-05-11 10:13:45.0,육아휴직...,2021-05-11 16:02:35.0,,,
고용서비스(센터·관리),기간제 보호법 관련 문의,2021-05-25 11:34:03.0,의견,2021-05-25 11:59:59.0,,,
고용서비스(센터·관리),기간제 보호법 관련 문의,2021-05-25 11:34:03.0,기간제 근로자...,2021-05-25 16:05:45.0,,,
고용지원(센터·지역·관리),상용직으로 단위기간 170일 + 예술인으로 단위기간 10일 경우 수급자격 여부,2021-05-27 10:35:54.0,예술인 실업급여 제도 편람나오기전에 내려온 자료를 보면,2021-05-27 11:14:42.0,,,
고용,실업급여 수급중 공공데이터 일경험 수련생 참여 가능 여부,2021-06-03 13:11:50.0,취업의 인정기준,2021-06-03 14:30:01.0,2021-06-04 07:45:33.0,,훌륭한 답변이십니다~~^^
고용,실업급여 부정수급 여부 문의드립니다.,2021-06-07 10:44:16.0,의견,2021-06-07 11:05:57.0,2021-08-12 20:14:59.0,,저는 생각이 다릅니다. 이분이  수급자격을 신청할 때는 취업한 상태에서 신청한 것이므로 실업의 상태라고 할 수는 없습니다. 만약 수급자격 신청일에는 실업상태가 맞고 그 이전에 일용근로를 수일간 제공한 상태라면 문제가 없었겠지요.
고용,실업급여 부정수급 여부 문의드립니다.,2021-06-07 10:44:16.0,부정수급,2021-06-07 12:18:05.0,2021-06-08 07:17:04.0,,청·출·어·람~~^^
고용,장애인 직업훈련수당과 실업급여 중복관련,2021-07-01 14:34:38.0,소득액을 근로일로 나눠 구직급여일액 이상 확인 후 처리,2021-07-02 11:09:21.0,,,
고용,2021년 특별고용촉진장려금 지원 기준(21년 신규성립 사업장)문의,2021-08-02 17:59:59.0,의견,2021-08-03 00:30:19.0,2021-08-03 14:09:00.0,,"기재하신 지침을 자세히 읽어보니,

아래 의견 주신 분의 해석이 맞는 것으로 보여집니다.

의견 주신 것 감사드립니다~~^^"
고용,2021년 특별고용촉진장려금 지원 기준(21년 신규성립 사업장)문의,2021-08-02 17:59:59.0,의견,2021-08-03 00:30:19.0,2021-08-03 07:39:09.0,,"□21년 특고촉-> 8P지에,  4.지원인원 한도를 보시면

○직전 보험연도 말일 기준 피보험자가 없는 경우(21년 내 사업장 신설 등)
    -근로자가 새로 고용된 해의 보험관계 성립일 현재를 기준으로 피보험자수의 
     100%를 기준으로 하되, 최대 30명을 한도로 함

○따라서 성립일 현재를 기준으로 피보험자수의 100% 지원으로 
   해석1)의 맞습니다. 근심없는 하루 되세요~"
고용서비스(센터·관리),고용촉진장려금에서 사용되는 실업의 기준,2021-08-05 16:50:31.0,의견,2021-08-06 07:54:33.0,,,
고용서비스(센터·관리),고용촉진장려금에서 사용되는 실업의 기준,2021-08-05 16:50:31.0,특별고용촉진장려금 1개월 이상 실업기간 해석 관련,2021-08-06 09:53:39.0,,,
고용서비스(센터·관리),고용촉진장려금에서 사용되는 실업의 기준,2021-08-05 16:50:31.0,이직일/상실일 문제인 것 같네요.,2021-08-06 11:55:36.0,,,
고용서비스(센터·관리),[실업급여]연도소급 취득 적용으로 소정급여일수 (기존) 120일 ---> (변경) 240일 추가지급 관련 문의,2021-08-06 16:55:12.0,의견,2021-08-09 20:33:11.0,,,
고용,고용유지지원금(휴업) 지원제한 여부,2021-08-09 16:37:05.0,의견,2021-08-09 20:20:08.0,,,
고용서비스(센터·관리),초단시간 근로자의 통상임금,2021-08-18 09:54:41.0,의견,2021-08-18 11:24:57.0,,,
고용서비스(센터·관리),조기재취업수당 지급관련,2021-08-18 14:10:38.0,의견,2021-08-18 15:03:11.0,2021-08-23 14:03:38.0,," *지급제외에서
① 최종 이직한 사업의 사업주나 그와 관련된 사업주(인수?합병?분할, 영업의 양도?양수관계에 있는 사업주)에게 재고용된 경우 

▶ 관련사업주의 범위: 법상 수급자격자가 최후에 이직한 사업의 사업주나 그와 관련된 사업의 사업주로서 고용노동부령으로 정하는 사업주에게 재고용되거나, 실업의 신고일 이전에 채용을 약속한 사업주에게 고용된 경우에 조기재취업수당 부지급 
 ○ 동일 사업주: 사업주가 법인인 경우에는 법인 명칭, 개인인 경우에는 대표자가  동일하면 동일 사업주임 
 ○ 관련 사업주 (고용보험법 시행규칙 제108조) 
 - 관련사업주란 해당 수급자격자의 최종이직 당시의 사업주와 합병·분할되거나 그 사업을 넘겨받은 사업주를 말함
   ※ 국공립학교 기간제 교사의 경우 임용권자가 시(특별시, 광역시)도 교육감이므로 같은
      시?도에 소재한 학교에 취업한 경우에는 같은 사업주, 다른 시 도에 소재한 학교에
      취업한 경우에는 사업주가 다른 것으로 처리 
     → 이는 국공립학교 사이에만 해당되고, 국공립학교와 사립학교 또는 사립학교 사이에는  해당되지 않음  


* 관련사업이 아니라 자발적으로 재입사부분이 맞으면 관련사업장이 아니라 보고 해당이 된다고 하신것 같습니다.







"
고용,조기재취업수당과 동네이장 관련 문의,2021-08-24 09:35:06.0,의견,2021-08-24 14:08:29.0,,,
고용,조기재취업수당과 동네이장 관련 문의,2021-08-24 09:35:06.0,의견,2021-08-24 15:28:48.0,,,
고용,상병급여 관련 문의,2021-08-24 10:52:53.0,의견,2021-08-24 13:42:54.0,,,
고용,상병급여 관련 문의,2021-08-24 10:52:53.0,의견,2021-08-24 21:33:47.0,,,
고용서비스(센터·관리),"공황장애, 우울증 등으로 인한 자진퇴사시 수급자격 문의",2021-08-24 17:04:29.0,의견,2021-08-24 21:37:00.0,2021-09-15 09:16:46.0,,맞습니다. 질병퇴사를 실업급여를 받는 목적으로 이용 가능하기 때문에 진단주수가 지난다음 재진단서가 있어야 실업급여 신청이 가능함을 고지해 주어야 할것으로 사료 됩니다. 
고용,실업급여 부정수급 관련 문의드립니다.,2021-09-16 15:58:52.0,의견,2021-09-16 16:41:17.0,2021-09-16 16:48:09.0,,"(의견) 자진신고란 부정행위를 하였거나, 부정행위를 위하여 실행에 착수한 이후 직업안정기관의 장에게 부정행위를 스스로 신고한 경우를 말합니다. 따라서, 직업안정기관이 부정행위에 대한 조사를 착수하기 전에 신고하고, 이후 조사에 성실하게 응하여 자신의 부정행위를 모두 밝힌 경우에 인정됩니다. 조사착수 전이란 수사관이 부정행위 관련자에게 송부한 부정행위 여부 조사를 위한 통지가 도달하기 전을 말하므로 불가능하다고 판단됩니다.(부정수급업무매뉴얼 18페이지 참고하시기 바랍니다.)"
고용,실업급여 부정수급 관련 문의드립니다.,2021-09-16 15:58:52.0,의견,2021-09-16 16:41:17.0,2021-09-16 16:45:04.0,,답변 감사합니다. 즐거운 하루 되십시오^^
고용,실업급여 부정수급 관련 문의드립니다.,2021-09-16 15:58:52.0,의견,2021-09-16 16:41:17.0,2021-09-16 16:43:46.0,,답변 감사합니다. 추가적으로 부정수급 신고 제보에 따라 조사가 들어갔는데 조사가 완료 되기 전에 부정수급자가 자진신고를 하는 경우에 선처 가능한가요??
고용,실업급여 부정수급 관련 문의드립니다.,2021-09-16 15:58:52.0,의견,2021-09-17 15:03:47.0,,,
고용,실업급여 대기기간 중 취업,2021-09-17 13:39:45.0,의견,2021-09-17 14:21:32.0,2021-09-17 15:27:44.0,,"예~, 가능합니다~"
고용,실업급여 대기기간 중 취업,2021-09-17 13:39:45.0,의견,2021-09-17 14:21:32.0,2021-09-17 14:59:39.0,,답변 감사합니다. 위 분은 대기기간에 취업하신 경우인데도 재실업신고로 진행해도 되는건가요?
고용,실업급여 대기기간 중 취업,2021-09-17 13:39:45.0,의견,2021-09-17 15:07:46.0,,,
고용지원(센터·지역·관리),조기재취업수당 일용직 취직일 문의,2021-09-24 16:51:29.0,의견,2021-09-25 15:15:14.0,,,
고용지원(센터·지역·관리),조기재취업수당 일용직 취직일 문의,2021-09-24 16:51:29.0,일용 근로자 조기재취업수당 지급 시,2021-09-27 11:04:14.0,,,
고용,프로농구단전용버스운전기사는 파견대상직종일까요?,2021-09-28 14:08:23.0,의견,2021-09-28 14:36:03.0,,,
고용,프로농구단전용버스운전기사는 파견대상직종일까요?,2021-09-28 14:08:23.0,운전업무의 파견대상 가능여부...,2021-09-29 14:20:33.0,,,
고용,국민취업지원제도 수급인정직전 직업훈련참여,2021-09-30 12:07:49.0,,,,,
고용서비스(센터·관리),외국인이 해외취업할경우 조기재취업수당 지급여부,2021-10-14 10:54:42.0,의견,2021-10-14 11:08:15.0,,,
고용,조기재취업수당 동일(연관)사업장인지 여부 판단,2021-11-03 10:47:00.0,조기재취업수당 관련 사업주의 범위,2021-11-03 14:34:48.0,,,
고용,실업급여 수급 중 프리랜서 활동,2021-11-04 13:43:18.0,의견,2021-11-04 22:22:25.0,,,
고용,실업급여 수급 중 프리랜서 활동,2021-11-04 13:43:18.0,의견,2021-11-05 08:54:27.0,2021-11-06 16:00:27.0,,"근데 중요한 점 중하나가 수익이 없어도 사업을 하는 것으로 보기때문에
조금 위험한 접근일 수도 있을 것 같습니다......"
고용지원(센터·지역·관리),수습기간 종료와 관련하여 질문 드립니다.,2021-11-05 16:11:50.0,의견,2021-11-05 16:48:06.0,,,
