분야,질문명,등록일,답변제목,답변등록일,댓글등록일,댓글등록자,댓글내용
신고사건(감독),해고예고수당 관련,2022-06-12 18:06:32.0,의견,2022-06-12 19:19:17.0,,,
신고사건(감독),해고예고수당 관련,2022-06-12 18:06:32.0,의견,2022-06-13 09:15:58.0,,,
사업장감독(감독),사건 관할 질문(양도 및 양수),2022-06-13 15:34:52.0,의견,2022-06-13 18:32:12.0,,,
사업장감독(감독),사대보험 소급 공제 및 코로나 확진 유급휴가 관련,2022-06-13 15:36:59.0,의견,2022-06-13 18:42:53.0,,,
사업장감독(감독),사대보험 소급 공제 및 코로나 확진 유급휴가 관련,2022-06-13 15:36:59.0,의견,2022-06-13 19:02:48.0,,,
신고사건(감독),공휴일에 근무한 일용직 근로자,2022-06-13 15:48:46.0,답변,2022-06-13 16:56:52.0,,,
신고사건(감독),공휴일에 근무한 일용직 근로자,2022-06-13 15:48:46.0,대법원 판례 및 우리부 행정해석,2022-06-13 17:10:00.0,2022-06-13 19:39:32.0,,"소중한 의견, 고맙습니다~~^^"
신고사건(감독),해고예고 수당 체불금품확인원 발급 가능한가요?,2022-06-13 22:11:25.0,의견,2022-06-14 07:37:40.0,,,
신고사건(감독),해고예고 수당 체불금품확인원 발급 가능한가요?,2022-06-13 22:11:25.0,.,2022-06-14 08:02:40.0,,,
신고사건(감독),2주이내 탄력적 근로시간제  관련 문의,2022-06-14 12:19:11.0,의견,2022-06-14 16:30:58.0,,,
신고사건(감독),경비원 근로계약서 미작성 처벌대상 관련 문의입니다.,2022-06-14 14:07:46.0,의견,2022-06-14 17:05:53.0,,,
사업장감독(감독),소정근로시간이 특정되지 않는 경우,2022-06-14 17:30:49.0,소정근로시간...,2022-06-15 08:57:01.0,,,
신고사건(감독),휴일 대체 합의시 합의서 내용에 관해서,2022-06-14 20:36:45.0,휴일대체..,2022-06-15 09:16:30.0,2022-06-20 12:19:39.0,,답변 감사합니다. 많은 도움이 되었습니다. ^^
신고사건(감독),기간제법 예외에 해당하는지 알고 싶습니다.,2022-06-15 09:35:18.0,의견,2022-06-15 11:44:18.0,,,
신고사건(감독),기간제법 예외에 해당하는지 알고 싶습니다.,2022-06-15 09:35:18.0,의견,2022-06-15 16:24:02.0,,,
사업장감독(감독),사내근로복지기금 정관변경 인가 신청 관련,2022-06-15 13:57:06.0,,,,,
신고사건(감독),퇴직금 지급대상여부,2022-06-15 15:30:21.0,의견,2022-06-15 15:59:42.0,,,
신고사건(감독),회사차 사고 수리비 퇴직금 공제,2022-06-15 16:33:39.0,의견,2022-06-15 17:55:22.0,,,
신고사건(감독),근로자여부,2022-06-16 13:27:20.0,의견,2022-06-16 20:00:57.0,,,
신고사건(감독),근로자여부,2022-06-16 13:27:20.0,의견,2022-06-16 20:02:51.0,,,
신고사건(감독),정보공개 청구 관련 문의드립니다.,2022-06-20 09:31:55.0,사건처리결과 회신하시면 될것같습니다~,2022-06-20 10:20:38.0,2022-06-20 10:34:58.0,,감사합니다!
사업장감독(감독),퇴직연금 사업장 일부 가입,2022-06-20 10:07:04.0,의견,2022-06-20 13:12:38.0,,,
사업장감독(감독),임금명세서 교부관련 사건처리,2022-06-20 11:37:14.0,의견,2022-06-20 13:07:43.0,,,
사업장감독(감독),임금명세서 교부관련 사건처리,2022-06-20 11:37:14.0,임금명세서 미교부...,2022-06-24 08:05:20.0,,,
신고사건(감독),급여 소급분과 평균임금 관련 질문,2022-06-20 19:12:08.0,의견,2022-06-20 19:16:30.0,2022-06-20 19:18:16.0,,"늦은시간 답변 감사합니다. 혹시 유권해석 같은게 있을까요 

확인이 안되어서요 ㅠ 사용자측에 근거를 알려줘야 하는데 유권해석이나 판례를 찾기가 어렵네요 ㅠ"
신고사건(감독),급여 소급분과 평균임금 관련 질문,2022-06-20 19:12:08.0,의견,2022-06-21 12:38:07.0,,,
사업장감독(감독),고발사건 관련,2022-06-20 20:30:52.0,의견,2022-06-20 21:08:29.0,2022-06-20 21:12:17.0,,"애초에 인력회사 사장이 고발장을 냈을 시점부터 피해자인 중국인들의 여권, 계좌번호 등 신상명세를 명확하게 받았어야 했는데 아쉽습니다. 또한 인력회사 사장이 실제 오야지 역할을 했을수 있기 떄문에 당신부터 처벌받아야 한다고 설명하고 피의자와 인력회사 사장이 도급 관계였는지 부터 따졌으면 좋았을 것입니다. "
사업장감독(감독),고발사건 관련,2022-06-20 20:30:52.0,의견,2022-06-21 07:28:14.0,2022-06-24 08:19:52.0,,"ㅇ 위 사건은 고발사건으로 피고발인이 피해 근로자들의 임금체불 사실을 인정하고 제3자인 고발인에게 체불된 임금을 계좌이체 시킨 사실은 명백히 임금체불에 대한 범죄혐의가 인정되는 객관적 사실에 해당합니다.

  - 따라서 피해 근로자들의 형사처벌을 원치 않는다는 취하서가 제출되지 않는다면 피고발인에 대해서 조사를 실시해서 기소의견으로 송치해야 합니다. 

* 피고발인이 제3자인 고발인에게 임금을 지급한 행위는 피해 근로자들이 고발인에게 임금수령에 대해 위임을 하지 않는 한 임금 직접지불 원칙에 위배되는 행위로 임금이 지급되었다고 볼 수 없습니다. 끝."
감독,직장내괴롭힘 관련 문의드립니다,2022-06-23 09:57:44.0,의견,2022-06-23 10:34:27.0,,,
감독,직장내괴롭힘 관련 문의드립니다,2022-06-23 09:57:44.0,.,2022-06-23 10:58:09.0,,,
감독,직장내괴롭힘 관련 문의드립니다,2022-06-23 09:57:44.0,직장 내 괴롭힘 조치 의무중 사용자의 조사의무,2022-06-23 13:49:01.0,,,
신고사건(감독),직장내 괴롭힘 진정인과 행위자가 모두 퇴사한 경우,2022-06-24 10:03:29.0,의견,2022-06-24 10:47:00.0,,,
신고사건(감독),직장내 괴롭힘 진정인과 행위자가 모두 퇴사한 경우,2022-06-24 10:03:29.0,2안이 타당합니다.,2022-06-24 14:00:08.0,,,
신고사건(감독),정보공개청구,2022-06-24 10:25:01.0,의견,2022-06-24 10:51:07.0,2022-06-24 10:55:29.0,,"만일, 피진정인이 진정인측의 정보를 모두 보고 싶다면, 법원에 손해배상 등 민사소송을 제기하고, 변호사가 법정에 요청해 판사가 노동청에 문서촉탁명령을 내리면 그때는 노동청에서 법원으로 모든 자료 일체를 다 보내게 됩니다. 이 방법을 안내할수 있습니다. "
신고사건(감독),근로계약서 교부의무,2022-06-24 13:14:28.0,의견,2022-06-25 21:36:13.0,,,
신고사건(감독),일할계산 결과 실근로시간 기준 최저임금보다 낮아질 경우 최저임금법 위반 여부,2022-06-24 14:23:51.0,최저임금 적용을 위한 적용기준 시간 수,2022-06-24 14:49:19.0,,,
신고사건(감독),일할계산 결과 실근로시간 기준 최저임금보다 낮아질 경우 최저임금법 위반 여부,2022-06-24 14:23:51.0,의견,2022-06-27 10:15:11.0,2022-07-20 17:54:26.0,,"공유해주셔서 감사합니다. 이와 관련해서 개인적인 생각을 7월 21일자 글 ""월급제 일할계산 금액과 최저임금 위반에 대한 개인적 의견""에 남겨두었습니다. "
신고사건(감독),일할계산 결과 실근로시간 기준 최저임금보다 낮아질 경우 최저임금법 위반 여부,2022-06-24 14:23:51.0,의견,2022-06-27 10:15:11.0,2022-07-07 16:52:08.0,,"(위와 다른 의견이지만 답변이 완결돼서 부득이 댓글로 씁니다^^;;)

저희도 비슷한 질문이 자주 들어오지만 항상 그 경우는 최저임금 위반이라고 말씀드리고 있었는데, 글을 읽다보니 제가 잘못 생각하고 있었는지 혼동이 와서, 본부에 질의를 해 보았습니다. 아래 답변을 공유드립니다. 

1. 일할 방식은 그달의 일수로 나누든 30일로 나누든 26일로 나누든 자유지만, 지급된 금액이 실제 일한 시간의 최저임금(8시간*9160=73280)보다 미달할 수 없으므로 1914440/31*1=61756은 최저임금 미달이다.

2. 최저임금법 시행령 제5조 제1항 제3호는 월 만근시 월급으로 주기로 정한 임금의 최저임금 미달여부 판단기준이므로, 약정된 월급을 208.57로 나눈 금액이 시간급 최저임금을 넘었는지를 보는 것이지 만근이 아닌 중도퇴사시 최저임금 미달여부를 말하는 규정이 아니다.

감히 사견을 덧붙이자면
3. 최저임금법 시행령 제5조 제①항에서는 근로자의 임금을 정하는 단위가 된 기간(=이 경우 근무한 1일 또는 8시간)이 그 근로자에게 적용되는 최저임금액을 정할 때의 단위가 된 기간(=이 경우 계약상의 1월)과 다른 경우에는 그 근로자에 대한 임금을 다음 각 호의 구분에 따라 ‘시간에 대한 임금으로 환산한다.’ 라고 되어 있으므로, 월급/208.57로 구한 시급을 실제 근로시간과 곱해서 최저임금을 산정하는 것이 맞다고 생각하며,

4. 8시간 일한 사람이 그 달이 긴 달인지 짧은 달인지에 따라 8시간 최저일급보다 더 적은 금액을 받을 수 있다는 것은 받아들이기 어렵습니다. (최저임금법 제5조의 최저임금액 감액 사유에도 명시되어 있지 않습니다.)

실무상 같은 질의가 많으므로 앞으로 최저임금법 설명자료 등에 일할시의 내용이 보완되면 좋겠다고 생각합니다.감사합니다!"
신고사건(감독),여러 납품업체로부터 보수를 받는 대형마트 판매원의 사용자는 누구로 해야할까요,2022-06-24 15:10:40.0,의견,2022-06-26 17:17:19.0,,,
신고사건(감독),여러 납품업체로부터 보수를 받는 대형마트 판매원의 사용자는 누구로 해야할까요,2022-06-24 15:10:40.0,공동사용자...,2022-06-27 08:08:01.0,,,
신고사건(감독),여러 납품업체로부터 보수를 받는 대형마트 판매원의 사용자는 누구로 해야할까요,2022-06-24 15:10:40.0,의견,2022-06-27 09:13:44.0,,,
신고사건(감독),고용행정통합포털 시범 운영 관련,2022-06-26 20:54:34.0,,,,,
신고사건(감독),평균임금 산정 관련 질문(단협 및 임금협정으로 임금 유보된 경우),2022-06-27 09:54:40.0,의견,2022-06-28 09:20:37.0,,,
신고사건(감독),연차 개수 관련입니다.,2022-06-27 14:26:41.0,의견,2022-06-27 14:48:46.0,2022-06-27 15:19:39.0,,"제 계산으로는 
채권시효(3년)가 남아있는 연차 개수는 53개(마지막 3년 17개+18개+18개) 
공소시효(5개)가 남아있는 연차 개수는 86개(마지막 5년 16개+17개+17개+18개+18개) 
나오네요... 어디서 잘못되었는지"
신고사건(감독),연차 개수 관련입니다.,2022-06-27 14:26:41.0,의견,2022-06-27 15:37:09.0,,,
신고사건(감독),연차 개수 관련입니다.,2022-06-27 14:26:41.0,만약에,2022-06-27 15:59:29.0,2022-06-28 09:24:21.0,,"네. 만약 제가 언급한 사례와 같다면요. 근기법 제60조 제7항 단서에 따르면 사용자의 귀책사유로 연차휴가를 사용하지 못한 경우 연차휴가 청구권은 소멸하지 않는다고 되어 있으니, 만일 연차휴가 사용 자체를 못했던 정도의 사용자의 귀책사유가 있다면 연차휴가 청구권은 소멸하지 않고 계속 누적이 가능했을 것이며, 결국 재직기간 전부에 대한 연차휴가의 미사용수당청구권의 발생일은 퇴사일인 2022년 4월 23일이 될 것이기 때문입니다. 그렇다면 채권의 소멸시효는 물론이며 공소시효도 아무 문제가 없습니다. 질문에는 왜 연차수당을 아예 받지 못했는지는 언급되어 있지 않아서 가정적으로 의견을 내 봤습니다. 사안에 따라 이론상 가능하다 생각합니다. "
신고사건(감독),연차 개수 관련입니다.,2022-06-27 14:26:41.0,만약에,2022-06-27 15:59:29.0,2022-06-28 09:11:03.0,,"공소시효 5년, 채권 3년인데, 9년 간의 미사용연차수당 전부를 받을 수 있다는 말씀이신가요?"
신고사건(감독),건설현장 (포괄일당제운영)에서의 유급휴일근로수당 계산,2022-06-27 16:54:25.0,의견,2022-06-28 07:37:52.0,,,
감독,근로자석 관련 질의,2022-06-28 12:50:02.0,의견,2022-06-28 12:58:22.0,,,
신고사건(감독),소정근로시간이 없는 경우 해고예고수당 산정 문의,2022-06-28 19:49:26.0,의견,2022-06-29 07:44:00.0,,,
감독,격일제 근로자의 주휴시간 계산,2022-06-29 13:09:38.0,행정해석,2022-06-29 13:39:48.0,,,
신고사건(감독),네트계약 관련,2022-06-29 14:53:35.0,의견,2022-06-29 15:51:54.0,2022-07-06 15:35:28.0,,판례까지 첨부해 주시고 감사합니다~ 많은 도움이 되었습니다!~~
신고사건(감독),네트계약 관련,2022-06-29 14:53:35.0,의견,2022-06-29 16:14:48.0,2022-07-06 15:36:20.0,,답변 감사합니다~~
신고사건(감독),퇴직금 소멸시효 문의입니다.,2022-06-29 17:53:38.0,의견,2022-06-29 19:45:36.0,,,
신고사건(감독),퇴직금 소멸시효 문의입니다.,2022-06-29 17:53:38.0,.,2022-06-30 08:07:38.0,,,
신고사건(감독),퇴직금 소멸시효 문의입니다.,2022-06-29 17:53:38.0,행정해석,2022-06-30 09:21:56.0,,,
신고사건(감독),임금채권 만료건에 관해 체불임금등 사업주확인서 발급 가능여부,2022-06-30 09:49:30.0,의견,2022-06-30 10:50:09.0,,,
신고사건(감독),임금채권 만료건에 관해 체불임금등 사업주확인서 발급 가능여부,2022-06-30 09:49:30.0,체불임금...,2022-07-01 09:23:02.0,,,
신고사건(감독),임금 삭감 후 퇴직금 산정 관련,2022-06-30 17:07:14.0,의견,2022-06-30 19:37:55.0,,,
신고사건(감독),임금 삭감 후 퇴직금 산정 관련,2022-06-30 17:07:14.0,퇴직급여 산정기준 개선에 대한 동의...,2022-07-01 08:55:42.0,,,
사업장감독(감독),범죄인지 후 피의자 신문 거부,2022-07-01 15:59:33.0,의견,2022-07-02 23:00:26.0,,,
신고사건(감독),취업규칙 불이익 변경 공소시효 및 시정지시 질문드립니다.,2022-07-01 17:49:44.0,의견,2022-07-02 23:23:24.0,,,
신고사건(감독),진정인 개인 신분 익명 요구시 가능한지 여부,2022-07-02 17:37:32.0,의견,2022-07-03 01:11:11.0,,,
신고사건(감독),프로젝트에 대한 성과급(포상금) 지급 관련 질문입니다.,2022-07-03 14:40:53.0,의견,2022-07-03 16:56:45.0,,,
신고사건(감독),프로젝트에 대한 성과급(포상금) 지급 관련 질문입니다.,2022-07-03 14:40:53.0,사용자 판단,2022-07-04 07:44:43.0,,,
신고사건(감독),반의사불벌취하의 즉시 철회,2022-07-04 09:30:00.0,의견,2022-07-04 11:23:57.0,,,
신고사건(감독),반의사불벌취하의 즉시 철회,2022-07-04 09:30:00.0,반의사불벌죄에서 처벌불원 의사 표시의 철회,2022-07-04 14:31:16.0,,,
신고사건(감독),반의사불벌취하의 즉시 철회,2022-07-04 09:30:00.0,.,2022-07-05 08:10:55.0,,,
신고사건(감독),관공서공휴일이 아닌 약정휴일에 대한 연차대체,2022-07-04 09:51:49.0,의견,2022-07-04 11:24:56.0,2022-07-06 13:45:39.0,,"명쾌한 설명 감사합니다. 
여름휴가를 회사에서 일시적으로 휴일로 정했다라고 생각했으나
정말로 단체협약이나 취업규칙에 휴가를 정해져 있으면 그것은 대체가 안되는 거네요

감사합니다."
신고사건(감독),"2021. 3. 1. 입사 2022. 2. 28. 퇴직, 입사시 육아기 단축근로를 시행한 경우 퇴직금 산정",2022-07-04 13:08:35.0,의견,2022-07-04 20:13:30.0,,,
신고사건(감독),"2021. 3. 1. 입사 2022. 2. 28. 퇴직, 입사시 육아기 단축근로를 시행한 경우 퇴직금 산정",2022-07-04 13:08:35.0,의견,2022-07-05 09:52:28.0,,,
신고사건(감독),사업주 사망시 체불금품확인원 발급 관련 문의드립니다.,2022-07-04 16:49:14.0,의견,2022-07-04 20:16:30.0,,,
신고사건(감독),건축자재비가 임금(기타금품 등..)에 포함되는지 여부,2022-07-04 16:50:26.0,의견,2022-07-04 20:21:20.0,,,
신고사건(감독),공직선거법과 근로기준법 관계 우선 적용에 대해서,2022-07-04 18:01:18.0,의견,2022-07-04 20:24:40.0,,,
신고사건(감독),공직선거법과 근로기준법 관계 우선 적용에 대해서,2022-07-04 18:01:18.0,의견,2022-07-05 09:26:49.0,,,
신고사건(감독),교육비 반환 관련 질문드립니다.(근로기준법20조 위약예정의 금지 관련),2022-07-04 20:29:29.0,의견,2022-07-04 20:49:53.0,,,
신고사건(감독),교육비 반환 관련 질문드립니다.(근로기준법20조 위약예정의 금지 관련),2022-07-04 20:29:29.0,반환금액의 범위,2022-07-04 20:55:50.0,2022-07-05 07:41:31.0,,"고맙습니다~!
"
신고사건(감독),18세미만 야간 근로 인가 관련 문의,2022-07-04 22:57:38.0,의견,2022-07-05 07:40:54.0,2022-07-05 09:12:33.0,,근로감독관 집무규정을 앞으로 더 잘 찾아보고 숙지하겠습니다 감사합니다~^^
신고사건(감독),직장 내 괴롭힘 조사 문의,2022-07-05 10:29:20.0,의견,2022-07-05 10:52:52.0,,,
감독,평균임금에 인센티브 포함 방법 문의,2022-07-05 11:24:10.0,의견,2022-07-05 11:28:24.0,,,
감독,평균임금에 인센티브 포함 방법 문의,2022-07-05 11:24:10.0,평균임금...,2022-07-06 18:30:57.0,,,
신고사건(감독),해고 존부 문의 드립니다.,2022-07-05 23:31:51.0,의견,2022-07-06 07:35:17.0,2022-07-06 08:56:49.0,,^^
신고사건(감독),해고 존부 문의 드립니다.,2022-07-05 23:31:51.0,의견,2022-07-06 07:35:17.0,2022-07-06 08:25:03.0,,항상 많은 도움을 주시는 선배 감독관님 정말 감사합니다!
신고사건(감독),해고 존부 문의 드립니다.,2022-07-05 23:31:51.0,해고 존부...,2022-07-06 09:33:25.0,2022-07-06 11:36:10.0,,정말 자세하고 명쾌한 답변 감사드립니다
신고사건(감독),체불임금등사업주확인서 체불금액 문의,2022-07-07 13:26:21.0,의견,2022-07-07 19:00:21.0,,,
신고사건(감독),신고사건 관할문의 드립니다.(통근버스기사),2022-07-07 13:54:13.0,의견,2022-07-07 19:01:20.0,,,
신고사건(감독),근로자를 고용한 업체를 찾을수 없을 경우,2022-07-07 16:10:29.0,의견,2022-07-07 19:02:28.0,,,
신고사건(감독),근로자를 고용한 업체를 찾을수 없을 경우,2022-07-07 16:10:29.0,사업주 확인...,2022-07-08 09:20:38.0,,,
사업장감독(감독),24시간은 아니지만 격일제 근로자의 경우 연차수당 산정 방법,2022-07-07 17:45:20.0,의견,2022-07-07 19:03:40.0,,,
사업장감독(감독),24시간은 아니지만 격일제 근로자의 경우 연차수당 산정 방법,2022-07-07 17:45:20.0,격일제 근로자...,2022-07-08 09:09:01.0,,,
사업장감독(감독),감단 요건 문의드립니다.,2022-07-08 09:55:14.0,의견,2022-07-09 20:51:26.0,2022-07-10 16:34:08.0,,감사합니다^^
신고사건(감독),범죄일자 관련,2022-07-08 10:18:48.0,범죄발생일...,2022-07-08 10:28:58.0,,,
신고사건(감독),검찰청 결정례 조회하는 방법,2022-07-08 10:59:19.0,의견,2022-07-09 20:59:43.0,,,
감독,근로계약의 내용 변경,2022-07-08 11:13:56.0,의견,2022-07-09 21:01:57.0,,,
사업장감독(감독),근로자성 사용자성,2022-07-08 15:47:27.0,의견,2022-07-09 21:07:43.0,,,
사업장감독(감독),해고예고수당 지급여부-해고의 존부,2022-07-08 16:12:47.0,의견,2022-07-09 21:11:46.0,,,
신고사건(감독),두루누리 지원금 미공제,2022-07-08 16:50:55.0,의견,2022-07-09 21:19:40.0,,,
신고사건(감독),두루누리 지원금 미공제,2022-07-08 16:50:55.0,임금 공제 등...,2022-07-11 09:05:18.0,,,
신고사건(감독),신고 사건 관할 문의 드립니다.,2022-07-08 17:08:22.0,사건관할...,2022-07-08 18:16:54.0,,,
신고사건(감독),신고 사건 관할 문의 드립니다.,2022-07-08 17:08:22.0,의견,2022-07-09 21:21:26.0,,,
신고사건(감독),인센티브 차감(지각비)이 타당한지 여부,2022-07-09 17:45:21.0,의견,2022-07-09 21:32:21.0,,,
신고사건(감독),인센티브 차감(지각비)이 타당한지 여부,2022-07-09 17:45:21.0,인센티브,2022-07-11 08:51:46.0,,,
감독,1년 미만 근로 연차 초과 사용시 미사용 연차수당 계산,2022-07-10 16:13:36.0,의견,2022-07-10 17:56:14.0,,,
감독,1년 미만 근로 연차 초과 사용시 미사용 연차수당 계산,2022-07-10 16:13:36.0,연차휴가...,2022-07-11 08:33:27.0,,,
사업장감독(감독),피진정인 지정문제(양도양수),2022-07-11 12:07:04.0,의견,2022-07-12 08:36:02.0,,,
사업장감독(감독),계속근로기간 관련 질문,2022-07-11 13:41:51.0,의견,2022-07-12 08:33:45.0,,,
사업장감독(감독),사업경영담당자(현장소장) 근로계약서 형사처벌 여부,2022-07-11 16:02:05.0,의견,2022-07-11 16:55:26.0,2022-07-12 09:42:50.0,,"ㅇ 근기법 제2조에 '사업주를 위하여 행위하는 자'도 '사용자'에 해당한다고 명시되어 있는데, 현장을 총괄하여 사업주를 위해 행위하는 현장 소장 등이 어떤 이유로 사용자에 해당하지 않는지 궁금하네요.

ㅇ 근기법 제17조에 따라 교부의무가 있는 자는 '사용자'입니다.

ㅁ 공사 현장이 여러 개인 사업을 운영하고 있는 법인의 대표가, 일용직 근로자들 한명씩(현장을 매일 방문하여) 직접 계약서를 교부할 수 없는 상황을 고려하면, 현장 소장도 사용자에 해당하여 형사처벌 가능하다고 봐야합니다.
"
사업장감독(감독),사업경영담당자(현장소장) 근로계약서 형사처벌 여부,2022-07-11 16:02:05.0,의견,2022-07-11 16:55:26.0,2022-07-12 09:30:11.0,,"일전에 근기법 17조 위반 고소사건 조사 시 법인 대표이사를 처벌하고자 하였으나 법인 주사무소의 소재지가 근로자의 근무지와 떨어져 있는 등 근로계약서 미교부의 형사 책임이 누구에게 있는지 보완 수사를 통하여 명확히 하라는 검사지휘가 있었습니다.
해당 사건의 경우에는 근로자의 근무지가 작은 식당이었는데 평소 법인 대표이사가 근로계약서 작성 업무를 점장에게 맡긴 케이스였는데, 근로계약서 작성만을 입사 후 몇일이 지나서 하고 교부를 하지 않아 법위반이 있었던 사례입니다. 담당검사는 평소 근로계약서 작성 뿐아니라, 교부를 하도록 지시, 교육을 하였는지 등을 보완 수사하라는 것이었는데, 수사 결과 점장은 근로계약서 작성은 하도록 지시 받았으나 교부에 관해서는 지시 또는 교육받은 사실이 없었고, 해당  식당의 다른 근로자에게도 근로계약서를 교부하지 않아왔던 사실이 확인되어 점장에게 형사책임을 묻기 어렵다고 판단되어 법인 대표이사를 기소의견으로 송치하였었습니다.

근기법 위반의 형사책임을 지는 사용자의 범주에 사업주, 사업경영담당자 뿐만 아니라 그밖에 근로자에 관한 사항에 관하여 사업주를 위하여 행위하는 자까지 규정하고 있는 것은 실제 위반을 한 행위자에게도 형사책임을 지우고자 하는 법의 취지가 담겨 있다고 생각합니다.

금품청산 위반 이나 임금 미지급 등은 사업경영을 총괄 담당하고 있는 대표이사 등이 책임을 져야 하나, 사례의 경우처럼 대표이사가 일일이 전국의 모든 현장의 일용근로자의 근로계약서 작성에 관여하기 어려워 해당 업무를 위임한 경우라면 실제 행위자를 처벌하는게 맞다고 봅니다.
"
사업장감독(감독),사업경영담당자(현장소장) 근로계약서 형사처벌 여부,2022-07-11 16:02:05.0,의견,2022-07-12 09:53:22.0,2022-07-12 19:02:33.0,,"좋은 의견 및 판례 감사합니다..!! 
"
사업장감독(감독),사업경영담당자(현장소장) 근로계약서 형사처벌 여부,2022-07-11 16:02:05.0,의견,2022-07-12 13:42:38.0,,,
신고사건(감독),생리휴가의 신청 관련,2022-07-11 17:00:15.0,의견,2022-07-12 08:27:34.0,2022-07-12 09:53:23.0,,"ㅁ 답변 빌려 의견 남깁니다.
 ㅇ 근기법 제73조 및 114조 위반으로 형사처벌 가능한 사안으로 보입니다.
    - 생리휴가는 '무급'이므로 연차로 갈음할 수 없습니다.
    - 근기법 제73조는 '여성근로자가 청구하면 주어야한다'라고 규정하고 있으며, 사용자의 거부권에 대해서는 규정하고 있지 않으므로, 당일신청을 거부 및 사전 결재 등은 근기법을 위반하는 것으로 보입니다."
신고사건(감독),연차유급휴가 미사용수당 미지급(재직자) 입건시 법 위반 조항 문의,2022-07-12 10:07:49.0,참고할만한 사례,2022-07-12 10:20:35.0,2022-07-12 15:35:52.0,,답변 감사합니다 판례자료까지 올려주셔서 도움이 많이 되었습니다!
신고사건(감독),유선확인으로 간이대지급금용 체불금품확인원 발급 가능 여부,2022-07-12 11:31:15.0,.,2022-07-12 11:44:13.0,,,
신고사건(감독),유선확인으로 간이대지급금용 체불금품확인원 발급 가능 여부,2022-07-12 11:31:15.0,의견,2022-07-12 12:59:18.0,,,
사업장감독(감독),사업자등록증 있는 개인 건설업자 (건설업면허x) 대지급금 지급 가능여부,2022-07-12 17:48:06.0,무면허 건설업자의 경우 공사기간 합산하여 판단,2022-07-13 08:53:07.0,2022-07-13 09:42:33.0,,지침 첨부 감사합니다. 많은 도움이되었습니다! 
감독,주휴수당 지급해야 하는지 여부,2022-07-13 10:28:18.0,의견,2022-07-13 15:48:43.0,,,
신고사건(감독),유급휴가 관련,2022-07-13 11:20:06.0,의견,2022-07-13 15:42:22.0,2022-07-14 11:38:46.0,,"ㅁ 답변빌려서 의견 남깁니다.

 ㅇ 미사용 연차수당 미지급으로 36조 위반으로 입건하기 위해서는 근기법 60조가 적용되는 사업장이어야 합니다.
   - 따라서 질문 1에 대한 답은 '아니오'이므로 질문 2는 답변 드릴게 없습니다.

 ㅇ 5인 미만 사업장에서 '유급휴가'를 준다는 것은 출근하지 않아도 출근한 것으로 보겠다는 의미로 봐야하며, 사용하지 않은 유급휴가가 있다고 하더라도, 이를 금전으로 청구할 수는 없을 것으로 판단됩니다.(근기법60조가 적용되지 않으므로)

 "
신고사건(감독),감단 근로자 관련 질의(근로자 추가 시),2022-07-14 09:59:57.0,의견,2022-07-14 20:50:52.0,,,
신고사건(감독),입시학원강사의 주휴수당 발생 및 포괄임금 유효여부,2022-07-14 16:01:25.0,의견,2022-07-14 20:59:59.0,,,
신고사건(감독),일용직 일급단가 책정 문의,2022-07-14 16:26:13.0,의견,2022-07-14 21:03:54.0,2022-07-14 21:17:39.0,,명쾌한 답변 감사합니다!!!!
신고사건(감독),근로기준법 위반 대한 책임소재,2022-07-14 16:56:31.0,의견,2022-07-14 21:09:04.0,2022-07-15 09:21:49.0,,"ㅁ 답변 빌려서 의견 남깁니다.
 ㅇ 근기법 26조는 '30일전에 해고예고를 하지 않을 경우, 30일분의 통상임금을 지급해야한다'가 핵심입니다.

 ㅇ 법인의 대표(또는 실경영주)가 근기법 26조 위반으로 처벌을 받는 것은 금품(해고예고수당) 지급 책임이 대표(실경영주)에게 있음에도 금품을 지급하지 않았기 때문인 것이지, 해고 권한을 위임 받은 관리자가 30일 전에 해고 예고를 안 해서 처벌 받는 것이 아닙니다. 

 ㅇ 그래서 26조 위반 사건에서 법인 대표 등의 피신을 작성할 때에는 근기법 26조 위반을 방지하기 위해서 대표 본인이 어떠한 노력을 하였는지를 기재할 필요가 있습니다.
  - 관리자들에 대한 교육, 사건에 대해서 보고 받았을 때 어떻게 행동했는지 등

 ㅇ 결론은 근기법 26조 위반으로 관리자(금품 지급 책임이 없는)를 처벌하는 것은 불가능할 것으로 판단됩니다.

 ㅇ 다만, 금품과 관련되지 않은 사건 등에 대해서는 관리자도 형사처벌이 가능합니다"
감독,근로기준법 시행령 제24조 수급인의 귀책사유(도급),2022-07-14 17:39:54.0,의견,2022-07-14 21:21:20.0,,,
감독,근로기준법 시행령 제24조 수급인의 귀책사유(도급),2022-07-14 17:39:54.0,수급인 귀책사유..,2022-07-15 11:11:50.0,,,
신고사건(감독),검찰에서 기소중지중인 사건에 대하여 피의자를 변경하여 고소한 사건 처리방향,2022-07-15 07:42:27.0,공범..,2022-07-15 10:33:56.0,,,
사업장감독(감독),토요일 근무자 연차사용,2022-07-15 09:17:46.0,연차휴가 사용...,2022-07-15 10:21:13.0,,,
신고사건(감독),임금을 지급하여야 할 사용자가 누구인지,2022-07-15 11:11:57.0,사용자...,2022-07-15 11:24:06.0,,,
신고사건(감독),육아기 근로시간 단축 신청 관련 문의,2022-07-15 13:55:47.0,의견,2022-07-17 04:44:44.0,2022-07-18 12:14:37.0,,^^
